countyFIPS,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
1071,1.006896551724138,1.0178744125474208,1.033294615830396,1.0530688003140607,1.0772990223465166,1.1059399662652414,1.1390018329455782,1.1764817493583402,1.218381448799919,1.2647001634624992,1.3154381181307628,1.3705952427644401,1.4301715695148256,1.49416708469881,1.5625817928957448,1.635415692575265,1.7126687843599877,1.7943410679962017,1.880432543574618,1.9709432110634844,2.0658730704750603,2.165222121804515,2.2689903650536287,2.3771778002217596,2.4897844273091505,2.6068102463157077,2.7282552572414662,2.854119460086413,2.984402854850553,3.1191054415338844,3.258227220136408,3.401768190658123,3.5497283530990305,3.7021077074591298,3.858906253738421,4.020123991936904,4.185760922054579,4.355817044091445,4.530292358047504,4.7091868639227545,4.892500561717197,5.080233451430832,5.272385533063659,5.468956806615677,5.669947272086887,5.875356929477289,6.085185778786883,6.299433820015669,6.518101053163647,6.741187478230817,6.968693095217178,7.200617904122732,7.436961904947477,7.677725097691415,7.922907482354544,8.172509058936866,8.42652982743838,8.684969787859085,8.947828940198983,9.215107284458071,9.486804820636351,9.762921548733823,10.043457468750487,10.328412580686344,10.617786884541392,10.911580380315632,11.209793068009064,11.512424947621689,11.819476019153505,12.130946282604514,12.446835737974714,12.767144385264107,13.091872224472691,13.421019255600468,13.754585478647437,14.092570893613598,14.434975500498949,14.781799299303492,15.133042290027227,15.488704472670154,15.848785847232273,16.213286413713586,16.58220617211409,16.955545122433787,17.333303264672672,17.71548059883075,18.10207712490802,18.493092842904485,18.88852775282014,19.288381854654986,19.692655148409024,20.101347634082256,20.514459311674678,20.931990181186293,21.3539402426171,21.7803094959671,22.21109794123629,22.646305578424673,23.085932407532248,23.529978428559012
6069,1.006896551724138,1.0178744125474208,1.033294615830396,1.0530688003140607,1.0772990223465166,1.1059399662652414,1.1390018329455782,1.1764817493583402,1.218381448799919,1.2647001634624992,1.3154381181307628,1.3705952427644401,1.4301715695148256,1.49416708469881,1.5625817928957448,1.635415692575265,1.7126687843599877,1.7943410679962017,1.880432543574618,1.9709432110634844,2.0658730704750603,2.165222121804515,2.2689903650536287,2.3771778002217596,2.4897844273091505,2.6068102463157077,2.7282552572414662,2.854119460086413,2.984402854850553,3.1191054415338844,3.258227220136408,3.401768190658123,3.5497283530990305,3.7021077074591298,3.858906253738421,4.020123991936904,4.185760922054579,4.355817044091445,4.530292358047504,4.7091868639227545,4.892500561717197,5.080233451430832,5.272385533063659,5.468956806615677,5.669947272086887,5.875356929477289,6.085185778786883,6.299433820015669,6.518101053163647,6.741187478230817,6.968693095217178,7.200617904122732,7.436961904947477,7.677725097691415,7.922907482354544,8.172509058936866,8.42652982743838,8.684969787859085,8.947828940198983,9.215107284458071,9.486804820636351,9.762921548733823,10.043457468750487,10.328412580686344,10.617786884541392,10.911580380315632,11.209793068009064,11.512424947621689,11.819476019153505,12.130946282604514,12.446835737974714,12.767144385264107,13.091872224472691,13.421019255600468,13.754585478647437,14.092570893613598,14.434975500498949,14.781799299303492,15.133042290027227,15.488704472670154,15.848785847232273,16.213286413713586,16.58220617211409,16.955545122433787,17.333303264672672,17.71548059883075,18.10207712490802,18.493092842904485,18.88852775282014,19.288381854654986,19.692655148409024,20.101347634082256,20.514459311674678,20.931990181186293,21.3539402426171,21.7803094959671,22.21109794123629,22.646305578424673,23.085932407532248,23.529978428559012
6087,1.3008210180623974,1.56193086192067,1.8498634562715577,2.126821854125065,2.4136039318743006,2.703504810022076,2.998324472174646,3.297302118588445,3.600798027032915,3.9086835061927916,4.2209988974182755,4.537728715670994,4.858879574187531,5.184449006282717,5.514437852990308,5.848845800965815,6.187672975970465,6.530919330438663,6.87858488135139,7.230669622422001,7.587173556088106,7.948096681426228,8.313438998774247,8.683200508006916,9.057381209171927,9.435981102251255,9.819000187251577,10.206438464170411,10.598295933008695,10.994572593766074,11.395268446442682,11.800383491038467,12.20991772755345,12.623871155987622,13.042243776340987,13.465035588613544,13.892246592805293,14.323876788916234,14.759926176946367,15.200394756895692,15.64528252876421,16.09458949255192,16.548315648258818,17.00646099588491,17.469025535430195,17.936009266894672,18.40741219027834,18.8832343055812,19.363475612803253,19.8481361119445,20.337215803004934,20.830714685984564,21.328632760883384,21.830970027701397,22.3377264864386,22.848902137094996,23.364496979670584,23.884511014165362,24.408944240579334,24.937796658912497,25.471068269164853,26.0087590713364,26.55086906542714,27.09739825143707,27.648346629366195,28.20371419921451,28.763500960982018,29.327706914668717,29.89633206027461,30.469376397799692,31.046839927243965,31.628722648607432,32.21502456189009,32.80574566709194,33.40088596421298,34.000445453253214,34.60442413421264,35.21282200709126,35.82563907188907,36.44287532860607,37.06453077724227,37.690605417797656,38.32109925027223,38.956012274666,39.59534449097897,40.23909589921112,40.88726649936247,41.539856291433004,42.19686527542273,42.858293451331654,43.52414081915977,44.19440737890707,44.86909313057357,45.54819807415926,46.23172220966414,46.919665537088214,47.61202805643148,48.30880976769394,49.01001067087559,49.71563076597643
8119,1.006896551724138,1.0178744125474208,1.033294615830396,1.0530688003140607,1.0772990223465166,1.1059399662652414,1.1390018329455782,1.1764817493583402,1.218381448799919,1.2647001634624992,1.3154381181307628,1.3705952427644401,1.4301715695148256,1.49416708469881,1.5625817928957448,1.635415692575265,1.7126687843599877,1.7943410679962017,1.880432543574618,1.9709432110634844,2.0658730704750603,2.165222121804515,2.2689903650536287,2.3771778002217596,2.4897844273091505,2.6068102463157077,2.7282552572414662,2.854119460086413,2.984402854850553,3.1191054415338844,3.258227220136408,3.401768190658123,3.5497283530990305,3.7021077074591298,3.858906253738421,4.020123991936904,4.185760922054579,4.355817044091445,4.530292358047504,4.7091868639227545,4.892500561717197,5.080233451430832,5.272385533063659,5.468956806615677,5.669947272086887,5.875356929477289,6.085185778786883,6.299433820015669,6.518101053163647,6.741187478230817,6.968693095217178,7.200617904122732,7.436961904947477,7.677725097691415,7.922907482354544,8.172509058936866,8.42652982743838,8.684969787859085,8.947828940198983,9.215107284458071,9.486804820636351,9.762921548733823,10.043457468750487,10.328412580686344,10.617786884541392,10.911580380315632,11.209793068009064,11.512424947621689,11.819476019153505,12.130946282604514,12.446835737974714,12.767144385264107,13.091872224472691,13.421019255600468,13.754585478647437,14.092570893613598,14.434975500498949,14.781799299303492,15.133042290027227,15.488704472670154,15.848785847232273,16.213286413713586,16.58220617211409,16.955545122433787,17.333303264672672,17.71548059883075,18.10207712490802,18.493092842904485,18.88852775282014,19.288381854654986,19.692655148409024,20.101347634082256,20.514459311674678,20.931990181186293,21.3539402426171,21.7803094959671,22.21109794123629,22.646305578424673,23.085932407532248,23.529978428559012
18143,1.006896551724138,1.0178744125474208,1.033294615830396,1.0530688003140607,1.0772990223465166,1.1059399662652414,1.1390018329455782,1.1764817493583402,1.218381448799919,1.2647001634624992,1.3154381181307628,1.3705952427644401,1.4301715695148256,1.49416708469881,1.5625817928957448,1.635415692575265,1.7126687843599877,1.7943410679962017,1.880432543574618,1.9709432110634844,2.0658730704750603,2.165222121804515,2.2689903650536287,2.3771778002217596,2.4897844273091505,2.6068102463157077,2.7282552572414662,2.854119460086413,2.984402854850553,3.1191054415338844,3.258227220136408,3.401768190658123,3.5497283530990305,3.7021077074591298,3.858906253738421,4.020123991936904,4.185760922054579,4.355817044091445,4.530292358047504,4.7091868639227545,4.892500561717197,5.080233451430832,5.272385533063659,5.468956806615677,5.669947272086887,5.875356929477289,6.085185778786883,6.299433820015669,6.518101053163647,6.741187478230817,6.968693095217178,7.200617904122732,7.436961904947477,7.677725097691415,7.922907482354544,8.172509058936866,8.42652982743838,8.684969787859085,8.947828940198983,9.215107284458071,9.486804820636351,9.762921548733823,10.043457468750487,10.328412580686344,10.617786884541392,10.911580380315632,11.209793068009064,11.512424947621689,11.819476019153505,12.130946282604514,12.446835737974714,12.767144385264107,13.091872224472691,13.421019255600468,13.754585478647437,14.092570893613598,14.434975500498949,14.781799299303492,15.133042290027227,15.488704472670154,15.848785847232273,16.213286413713586,16.58220617211409,16.955545122433787,17.333303264672672,17.71548059883075,18.10207712490802,18.493092842904485,18.88852775282014,19.288381854654986,19.692655148409024,20.101347634082256,20.514459311674678,20.931990181186293,21.3539402426171,21.7803094959671,22.21109794123629,22.646305578424673,23.085932407532248,23.529978428559012
18157,1.3008210180623974,1.56193086192067,1.8498634562715577,2.126821854125065,2.4136039318743006,2.703504810022076,2.998324472174646,3.297302118588445,3.600798027032915,3.9086835061927916,4.2209988974182755,4.537728715670994,4.858879574187531,5.184449006282717,5.514437852990308,5.848845800965815,6.187672975970465,6.530919330438663,6.87858488135139,7.230669622422001,7.587173556088106,7.948096681426228,8.313438998774247,8.683200508006916,9.057381209171927,9.435981102251255,9.819000187251577,10.206438464170411,10.598295933008695,10.994572593766074,11.395268446442682,11.800383491038467,12.20991772755345,12.623871155987622,13.042243776340987,13.465035588613544,13.892246592805293,14.323876788916234,14.759926176946367,15.200394756895692,15.64528252876421,16.09458949255192,16.548315648258818,17.00646099588491,17.469025535430195,17.936009266894672,18.40741219027834,18.8832343055812,19.363475612803253,19.8481361119445,20.337215803004934,20.830714685984564,21.328632760883384,21.830970027701397,22.3377264864386,22.848902137094996,23.364496979670584,23.884511014165362,24.408944240579334,24.937796658912497,25.471068269164853,26.0087590713364,26.55086906542714,27.09739825143707,27.648346629366195,28.20371419921451,28.763500960982018,29.327706914668717,29.89633206027461,30.469376397799692,31.046839927243965,31.628722648607432,32.21502456189009,32.80574566709194,33.40088596421298,34.000445453253214,34.60442413421264,35.21282200709126,35.82563907188907,36.44287532860607,37.06453077724227,37.690605417797656,38.32109925027223,38.956012274666,39.59534449097897,40.23909589921112,40.88726649936247,41.539856291433004,42.19686527542273,42.858293451331654,43.52414081915977,44.19440737890707,44.86909313057357,45.54819807415926,46.23172220966414,46.919665537088214,47.61202805643148,48.30880976769394,49.01001067087559,49.71563076597643
28133,1.083087027914614,1.1772488749760703,1.2642907595042556,1.3567047232205065,1.4542141133767506,1.5561973350704332,1.662463859822254,1.7731730418669045,1.8883052856726183,2.007857636650204,2.1318274697448816,2.260216940694521,2.393025582067017,2.5302534383049577,2.671900462563891,2.817966686693984,2.9684521013542744,3.12335670850237,3.2826805071933536,3.44642349794507,3.6145856805795447,3.787167055146243,3.9641676216255854,4.145587380026691,4.331426330346191,4.5216844725851635,4.7163618067432065,4.9154583328204895,5.118974050816949,5.326908960732605,5.539263062567451,5.75603635632149,5.97722884199472,6.202840519587143,6.432871389098757,6.667321450529563,6.906190703879561,7.1494791491487515,7.397186786337134,7.649313615444708,7.905859636471474,8.166824849417432,8.432209254282583,8.702012851066925,8.97623563977046,9.254877620393184,9.537938792935101,9.82541915739621,10.11731871377651,10.413637462076004,10.714375402294689,11.019532534432566,11.329108858489635,11.643104374465896,11.961519082361349,12.284352982175994,12.611606073909831,12.94327835756286,13.279369833135082,13.619880500626495,13.9648103600371,14.314159411366898,14.667927654615886,15.026115089784065,15.388721716871437,15.755747535878001,16.12719254680376,16.503056749648707,16.88334014441285,17.26804273109618,17.657164509698703,18.05070548022042,18.448665642661325,18.851044997021425,19.257843543300716,19.6690612814992,20.084698211616875,20.504754333653743,20.9292296476098,21.358124153485054,21.791437851279497,22.229170740993133,22.67132282262596,23.11789409617798,23.56888456164919,24.024294219039596,24.48412306834919,24.948371109577977,25.417038342725956,25.890124767793125,26.36763038477949,26.849555193685042,27.33589919450979,27.826662387253727,28.321844771916858,28.82144634849918,29.325467117000695,29.8339070774214,30.3467662297613,30.86404457402039
53039,1.083087027914614,1.1772488749760703,1.2642907595042556,1.3567047232205065,1.4542141133767506,1.5561973350704332,1.662463859822254,1.7731730418669045,1.8883052856726183,2.007857636650204,2.1318274697448816,2.260216940694521,2.393025582067017,2.5302534383049577,2.671900462563891,2.817966686693984,2.9684521013542744,3.12335670850237,3.2826805071933536,3.44642349794507,3.6145856805795447,3.787167055146243,3.9641676216255854,4.145587380026691,4.331426330346191,4.5216844725851635,4.7163618067432065,4.9154583328204895,5.118974050816949,5.326908960732605,5.539263062567451,5.75603635632149,5.97722884199472,6.202840519587143,6.432871389098757,6.667321450529563,6.906190703879561,7.1494791491487515,7.397186786337134,7.649313615444708,7.905859636471474,8.166824849417432,8.432209254282583,8.702012851066925,8.97623563977046,9.254877620393184,9.537938792935101,9.82541915739621,10.11731871377651,10.413637462076004,10.714375402294689,11.019532534432566,11.329108858489635,11.643104374465896,11.961519082361349,12.284352982175994,12.611606073909831,12.94327835756286,13.279369833135082,13.619880500626495,13.9648103600371,14.314159411366898,14.667927654615886,15.026115089784065,15.388721716871437,15.755747535878001,16.12719254680376,16.503056749648707,16.88334014441285,17.26804273109618,17.657164509698703,18.05070548022042,18.448665642661325,18.851044997021425,19.257843543300716,19.6690612814992,20.084698211616875,20.504754333653743,20.9292296476098,21.358124153485054,21.791437851279497,22.229170740993133,22.67132282262596,23.11789409617798,23.56888456164919,24.024294219039596,24.48412306834919,24.948371109577977,25.417038342725956,25.890124767793125,26.36763038477949,26.849555193685042,27.33589919450979,27.826662387253727,28.321844771916858,28.82144634849918,29.325467117000695,29.8339070774214,30.3467662297613,30.86404457402039
54049,1.083087027914614,1.1772488749760703,1.2642907595042556,1.3567047232205065,1.4542141133767506,1.5561973350704332,1.662463859822254,1.7731730418669045,1.8883052856726183,2.007857636650204,2.1318274697448816,2.260216940694521,2.393025582067017,2.5302534383049577,2.671900462563891,2.817966686693984,2.9684521013542744,3.12335670850237,3.2826805071933536,3.44642349794507,3.6145856805795447,3.787167055146243,3.9641676216255854,4.145587380026691,4.331426330346191,4.5216844725851635,4.7163618067432065,4.9154583328204895,5.118974050816949,5.326908960732605,5.539263062567451,5.75603635632149,5.97722884199472,6.202840519587143,6.432871389098757,6.667321450529563,6.906190703879561,7.1494791491487515,7.397186786337134,7.649313615444708,7.905859636471474,8.166824849417432,8.432209254282583,8.702012851066925,8.97623563977046,9.254877620393184,9.537938792935101,9.82541915739621,10.11731871377651,10.413637462076004,10.714375402294689,11.019532534432566,11.329108858489635,11.643104374465896,11.961519082361349,12.284352982175994,12.611606073909831,12.94327835756286,13.279369833135082,13.619880500626495,13.9648103600371,14.314159411366898,14.667927654615886,15.026115089784065,15.388721716871437,15.755747535878001,16.12719254680376,16.503056749648707,16.88334014441285,17.26804273109618,17.657164509698703,18.05070548022042,18.448665642661325,18.851044997021425,19.257843543300716,19.6690612814992,20.084698211616875,20.504754333653743,20.9292296476098,21.358124153485054,21.791437851279497,22.229170740993133,22.67132282262596,23.11789409617798,23.56888456164919,24.024294219039596,24.48412306834919,24.948371109577977,25.417038342725956,25.890124767793125,26.36763038477949,26.849555193685042,27.33589919450979,27.826662387253727,28.321844771916858,28.82144634849918,29.325467117000695,29.8339070774214,30.3467662297613,30.86404457402039
1001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
